Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
4331,Male,Yes,3+,Not Graduate,No,18883,6797,155,180.0,1.0,Semiurban,N
2951,Female,Yes,1,Grad,Yes,33990,0,139,120.0,1.0,Urban,N
1350,Female,No,2,Graduate,No,7499,1981,186,360.0,1.0,Rural,Y
867,Male,Yes,3+,Not Graduate,No,24823,0,144,180.0,0.0,Rural,Y
1128,Female,Yes,1,Not Graduate,Yes,16681,0,158,360.0,1.0,Semiurban,N
4973,Male,No,2,Not Graduate,No,9073,0,64,360.0,0.0,Semiurban,Y
123,Female,No,1,Not Graduate,No,35054,2666,169,120.0,1.0,Urban,Y
4949,Male,Yes,0,Not Graduate,No,36770,2909,172,360.0,,Rural,N
4711,Female,Yes,1,Not Graduate,Yes,20740,1978,197,240.0,0.0,Urban,N
1768,Female,Yes,2,Not Graduate,No,50498,7302,141,180.0,1.0,Rural,Y
3166,Male,Yes,3+,Graduate,No,20683,6629,193,240.0,0.0,Rural,Y
4505,Female,No,3+,Graduate,No,29338,0,64,240.0,1.0,Semiurban,Y
3951,Female,No,1,Graduate,Yes,14624,0,97,999.0,1.0,Semiurban,Y
1608,Male,No,1,Graduate,No,20514,0,129,180.0,1.0,Metro,Y
2096,Male,No,2,Graduate,No,12050,0,177,120.0,1.0,Semiurban,Y
3161,Male,No,0,Graduate,Yes,21286,1524,100,240.0,0.0,Urban,Y
2838,Male,Yes,1,Not Graduate,Yes,20113,0,166,120.0,1.0,Rural,Y
2422,Female,Yes,2,Not Graduate,No,10882,0,112,120.0,1.0,Semiurban,Y
1798,Female,Yes,1,Graduate,No,10374,1002,91,240.0,0.0,,Y
2903,Male,Yes,2,Graduate,Yes,21804,8955,9999,240.0,1.0,Semiurban,N
1507,,No,2,Not Graduate,No,25235,1935,92,120.0,1.0,Rural,N
4250,Male,Yes,0,Graduate,Yes,25756,0,184,360.0,0.0,Rural,Y
2475,Male,Yes,0,Graduate,No,38031,0,196,240.0,0.0,Semiurban,N
2901,Female,No,2,Not Graduate,Yes,22426,0,141,120.0,1.0,Urban,Y
3652,Male,No,3+,Graduate,Yes,52257,2314,152,360.0,1.0,Urban,Y
1194,Female,No,2,Graduate,No,17068,2360,215,120.0,1.0,Semiurban,N
1221,Female,No,0,Not Graduate,Yes,19051,3143,219,120.0,,Semiurban,N
4791,Female,No,3+,Graduate,Self,62910,2460,184,180.0,1.0,Rural,Y
1195,Male,Yes,1,Not Graduate,No,34999,0,209,120.0,0.0,Semiurban,N
2365,Female,Yes,2,Not Graduate,Yes,38735,0,97,180.0,1.0,Urban,Y
2638,Male,No,1,Not Graduate,No,13345,2217,149,120.0,0.0,Rural,Y
79,Male,Y,2,Graduate,No,28066,6359,148,180.0,0.0,Urban,N
1699,Male,Yes,3+,Graduate,No,23253,2411,254,360.0,1.0,Semiurban,N
2477,Female,No,1,Not Graduate,No,18385,12064,138,240.0,0.0,Rural,Y
2786,Male,Yes,1,Graduate,Yes,36065,0,170,120.0,1.0,Urban,Y
3862,Male,Yes,1,Not Graduate,No,13269,36202,182,240.0,0.0,Semiurban,Y
2191,Female,No,1,Not Graduate,Yes,28668,1362,246,180.0,0.0,Semiurban,N
371,Female,No,3+,Graduate,Yes,18923,0,64,360.0,1.0,Urban,N
486,Female,Yes,2,Not Graduate,No,18463,7795,156,120.0,0.0,Rural,N
4146,Female,Yes,3+,Graduate,No,72878,0,138,360.0,1.0,Urban,Y
521,Female,Yes,1,Graduate,No,29276,2384,176,180.0,1.0,Rural,Y
572,Female,Yes,0,Graduate,Yes,6917,1471,142,360.0,0.0,Semiurban,Y
3662,Fmale,No,four,Graduate,Yes,13455,2145,209,240.0,0.0,Semiurban,Y
2282,Male,No,1,Not Graduate,No,12138,1004,171,120.0,0.0,,Y
1944,Male,No,2,Graduate,Yes,43721,6625,75,240.0,0.0,Rural,Y
948,Male,Yes,3+,Not Graduate,Yes,27966,0,120,120.0,0.0,Rural,Y
3763,Male,Yes,0,Graduate,Yes,26153,6088,85,240.0,1.0,Semiurban,Y
4680,Mle,Yes,0,Not Graduate,Self,15287,0,171,360.0,1.0,Semiurban,Y
1490,Male,No,1,Not Graduate,No,16500,0,198,360.0,1.0,Rural,Y
3664,Female,No,0,Not Graduate,Yes,8243,0,78,360.0,1.0,Semiurban,Y
4907,Male,No,3+,Graduate,No,18769,0,78,240.0,1.0,Semiurban,N
1097,Male,Yes,0,Not Graduate,Yes,18585,2023,157,240.0,,Rural,Y
2125,Male,No,0,Graduate,Yes,38271,0,114,360.0,0.0,Semiurban,Y
2751,Female,No,0,Not Graduate,No,20745,2026,267,120.0,2.0,Rural,Y
3789,Male,No,1,Graduate,Yes,26096,0,127,120.0,0.0,Rural,N
511,Male,Yes,0,Graduate,Yes,12409,0,114,240.0,0.0,Semiurban,N
4055,Male,Yes,2,Not Graduate,No,21262,2674,75,180.0,2.0,Semiurban,N
2941,Male,No,0,Graduate,Yes,19893,0,184,120.0,0.0,Urban,Y
1360,Female,Yes,1,Graduate,No,9506,0,166,360.0,1.0,Urban,Y
1108,Male,Yes,3+,Graduate,No,18633,0,145,180.0,1.0,Urban,N
534,Male,No,2,Graduate,No,32817,2349,228,120.0,1.0,Semiurban,Y
2427,Male,Yes,3+,Graduate,Yes,45395,0,112,360.0,0.0,Rural,Y
2721,Male,No,1,Graduate,Yes,15642,3760,138,180.0,1.0,Rural,Y
2169,Female,No,0,Not Graduate,No,21088,0,128,120.0,1.0,Rural,N
3470,Female,No,3+,Graduate,No,22146,0,98,120.0,,Semiurban,Y
3671,Male,No,3+,Graduate,Yes,30003,0,126,360.0,1.0,Urban,Y
4586,Female,Yes,2,Not Graduate,,59995,0,97,240.0,1.0,Rural,Y
3231,Male,Yes,0,Graduate,No,21614,1224,129,999.0,0.0,Urban,Y
4889,Male,No,0,Not Graduate,No,33370,4247,190,240.0,1.0,Semiurban,Y
3778,Female,Yes,3+,Graduate,No,17693,0,127,180.0,1.0,Urban,Y
1731,Male,No,0,Not Graduate,Yes,23546,3726,161,240.0,0.0,Urban,Y
4559,Male,No,1,Not Graduate,No,21168,0,125,240.0,1.0,Rural,Y
1003,Female,Yes,1,Not Graduate,No,43886,0,190,180.0,1.0,Rural,Y
4675,Female,No,2,Graduate,No,18969,17103,134,180.0,1.0,Semiurban,Y
2859,Male,Yes,2,Graduate,Yes,13691,0,113,120.0,0.0,Rural,N
4712,Male,Yes,1,Graduate,Yes,24951,4747,231,180.0,1.0,Rural,Y
3940,Male,No,0,Not Graduate,Yes,30559,0,224,120.0,0.0,Semiurban,Y
884,Female,Yes,0,Not Graduate,No,13045,0,132,240.0,0.0,Rural,Y
1689,Female,No,0,Graduate,Yes,13250,12536,231,360.0,1.0,Rural,N
1348,Male,Yes,0,Not Graduate,Yes,20068,0,157,120.0,1.0,Rural,Y
3976,,Yes,3+,Not Graduate,No,11111,0,191,240.0,1.0,Urban,N
1709,Male,Yes,0,Not Graduate,Yes,45204,0,157,240.0,1.0,Urban,N
2928,Female,No,3+,Graduate,No,28714,8740,136,180.0,0.0,Urban,N
3611,Female,Yes,1,Not Graduate,No,11707,0,117,240.0,1.0,Semiurban,N
671,Female,Yes,1,Not Graduate,No,30934,2209,177,360.0,1.0,Urban,Y
1267,Male,No,0,Not Graduate,Yes,21124,0,165,180.0,1.0,Urban,Y
4647,Male,Yes,1,Graduate,No,13400,0,191,120.0,1.0,Rural,Y
3233,Female,Yes,1,Not Graduate,Yes,31337,2683,148,180.0,0.0,Urban,Y
1552,Female,No,2,Graduate,,21153,720,140,120.0,0.0,Urban,N
2326,Male,N,,Not Graduate,Yes,35763,0,139,120.0,0.0,Semiurban,Y
4585,Female,Yes,2,Not Graduate,No,30384,0,164,180.0,0.0,Semiurban,N
4847,Male,No,0,Not Graduate,No,16419,14081,69,240.0,1.0,Rural,N
3739,Female,No,2,Graduate,No,64162,10876,126,180.0,0.0,Semiurban,N
4627,Male,Yes,1,Not Graduate,Yes,26952,1945,144,120.0,1.0,Metro,Y
3008,Female,Yes,3+,Not Graduate,Yes,20087,0,130,240.0,1.0,Urban,N
3253,Male,No,1,Not Graduate,No,23012,7637,143,240.0,0.0,Metro,Y
1366,Male,No,3+,Not Graduate,No,41457,0,150,180.0,1.0,Urban,Y
2226,Male,Yes,0,Not Graduate,Yes,13483,0,153,120.0,1.0,Semiurban,Y
4328,Female,Yes,0,Graduate,Yes,16584,0,122,360.0,0.0,Semiurban,Y
2678,Male,Yes,0,Not Graduate,No,48094,1934,81,360.0,1.0,Urban,Y
364,Female,No,3+,Not Graduate,No,22983,3525,165,360.0,-1.0,Semiurban,Y
2602,Female,Yes,2,Graduate,No,25012,2712,208,180.0,0.0,Semiurban,Y
4863,Female,Yes,3+,Graduate,Yes,15858,0,155,120.0,-1.0,,N
2360,Male,Yes,3+,Not Graduate,Self,31465,2936,105,240.0,1.0,Urban,N
2334,Male,Yes,3+,Graduate,Yes,19153,0,71,360.0,0.0,Urban,N
4620,Female,No,2,Not Graduate,Yes,26196,0,156,180.0,0.0,Urban,N
615,Female,Yes,2,Graduate,Yes,15705,0,158,180.0,1.0,Semiurban,Y
1761,Female,Yes,2,Not Graduate,No,14259,0,0,360.0,0.0,Semiurban,Y
92,Female,N,2,Not Graduate,No,16561,5302,133,120.0,1.0,Rural,Y
1645,Female,Yes,2,Graduate,No,13963,0,198,240.0,0.0,Urban,Y
4241,Male,No,2,Not Graduate,No,23780,3165,155,240.0,0.0,Rural,Y
4761,Male,Yes,1,Graduate,Yes,23349,0,165,240.0,0.0,Semiurban,Y
2564,Female,No,2,Not Graduate,Yes,18015,0,129,240.0,1.0,Urban,Y
1965,Female,Yes,1,Graduate,No,14301,0,214,120.0,1.0,Rural,Y
2774,Male,Yes,2,Graduate,Yes,7694,0,99,120.0,1.0,Semiurban,N
4129,Male,No,0,Graduate,No,23670,0,150,360.0,1.0,Semiurban,Y
4264,Male,Y,1,Not Graduate,No,13426,2885,126,180.0,0.0,Urban,Y
3469,Female,Yes,3+,Not Graduate,,27536,16305,259,180.0,0.0,Semiurban,N
2997,Male,,2,Graduate,No,18519,24020,177,240.0,-1.0,Urban,N
3248,Male,No,1,Grad,No,27295,6752,144,360.0,0.0,Urban,N
1662,Male,No,2,Graduate,No,16716,8893,109,360.0,0.0,Urban,Y
2402,Female,No,1,Graduate,Yes,21153,0,117,120.0,1.0,Rural,N
4081,Female,Yes,1,Graduate,No,23122,2641,86,240.0,0.0,Urban,N
3895,Male,Yes,0,Not Graduate,Self,13018,15870,132,180.0,1.0,Rural,Y
3078,Male,No,0,Not Graduate,Yes,15322,7238,111,120.0,1.0,Rural,Y
259,Female,No,3+,Not Graduate,Yes,38055,627,187,180.0,-1.0,Semiurban,N
1497,Female,Yes,0,Graduate,Yes,19708,2841,0,240.0,1.0,Urban,Y
1603,Male,Yes,3+,Not Graduate,No,29893,1157,190,240.0,1.0,Rural,Y
4797,Female,No,3+,Not Graduate,No,25893,0,186,120.0,1.0,Rural,N
3356,Male,Yes,3+,Graduate,Yes,51046,8807,75,360.0,2.0,Rural,Y
650,Male,No,2,Graduate,No,18615,0,39,360.0,0.0,Urban,N
2324,Female,N,0,Graduate,No,34982,0,149,240.0,0.0,Semiurban,N
4242,Male,No,2,Not Graduate,Yes,7350,0,119,120.0,0.0,Semiurban,Y
971,Female,No,3+,Graduate,No,17203,1333,157,360.0,0.0,Semiurban,Y
3156,Male,No,0,Graduate,No,12227,0,262,360.0,0.0,Urban,N
1306,Female,Yes,3+,Graduate,No,20179,0,178,120.0,0.0,Urban,Y
3452,Male,No,1,Not Graduate,No,24909,0,104,240.0,1.0,Semiurban,Y
2285,Female,Yes,0,Grad,No,10749,0,162,120.0,-1.0,Urban,Y
2501,Male,No,3+,Grad,Yes,65327,0,60,240.0,0.0,Semiurban,Y
1783,Male,N,1,Not Graduate,No,54143,2283,181,120.0,0.0,Rural,N
1364,Male,N,0,Graduate,Yes,14147,0,104,180.0,0.0,Semiurban,N
1469,Female,Yes,0,Not Graduate,,14847,0,165,180.0,0.0,Urban,Y
1946,Male,No,0,Graduate,Yes,12416,1412,93,120.0,1.0,Urban,Y
3301,Female,No,0,Graduate,Yes,29345,0,107,180.0,0.0,Semiurban,Y
4218,Mle,No,3+,Graduate,No,25772,836,170,240.0,1.0,Semiurban,N
271,Male,No,3+,Graduate,No,9390,0,187,240.0,0.0,Semiurban,Y
2182,Male,No,0,Not Graduate,No,20819,2110,192,240.0,0.0,Rural,N
4639,Male,,0,Not Graduate,Yes,23730,1696,102,120.0,1.0,Rural,N
1697,Female,No,3+,Graduate,Yes,12857,1451,136,180.0,0.0,Rural,Y
4470,Mle,No,3+,Not Graduate,No,9278,0,67,120.0,1.0,Rural,Y
4086,Male,Yes,3+,Not Graduate,Yes,23733,18823,179,180.0,0.0,Rural,N
1912,Male,No,3+,Not Graduate,Yes,46291,2634,82,120.0,0.0,Semiurban,Y
3024,Male,Yes,1,Not Graduate,No,12185,2000,0,360.0,1.0,Semiurban,Y
1820,Male,N,0,Graduate,Yes,13439,10805,246,240.0,1.0,Urban,Y
407,Male,No,1,Not Graduate,No,13075,0,153,180.0,1.0,Rural,Y
1806,Male,Yes,,Graduate,Yes,17090,2452,127,240.0,0.0,Urban,Y
3559,Female,Yes,2,Not Graduate,Yes,33313,2118,174,120.0,0.0,Semiurban,Y
3648,Male,Yes,1,Graduate,Yes,14657,1575,84,360.0,1.0,Rural,Y
3596,Female,No,3+,Graduate,Yes,36079,654,97,180.0,1.0,Rural,N
4541,Male,No,3+,Not Graduate,Yes,12138,0,201,120.0,1.0,Semiurban,N
4739,Mle,Yes,1,Graduate,Yes,13299,3725,118,360.0,1.0,Semiurban,Y
3941,Female,Yes,3+,Graduate,Yes,21135,2630,77,360.0,1.0,Semiurban,Y
1545,Female,No,3+,Graduate,Yes,7978,0,133,360.0,0.0,Rural,Y
464,Male,No,2,Graduate,Yes,17412,5450,9999,120.0,0.0,Semiurban,N
1224,Female,No,2,Graduate,Yes,34747,0,179,180.0,1.0,Semiurban,Y
4435,Male,Yes,0,Graduate,No,9640,0,181,360.0,0.0,Urban,Y
4116,Female,Yes,3+,Graduate,Yes,12459,5039,119,360.0,1.0,Semiurban,Y
1092,Male,No,1,Graduate,No,19963,0,57,360.0,1.0,Rural,Y
692,Female,No,1,Not Graduate,No,44088,0,197,360.0,0.0,Urban,Y
1242,Female,Yes,0,Not Graduate,No,31235,0,70,360.0,2.0,Semiurban,N
104,Female,No,0,Graduate,No,20539,0,180,,0.0,Urban,N
3435,Male,Yes,1,Not Graduate,Yes,40319,0,125,180.0,0.0,Rural,N
1632,Male,No,1,Graduate,Yes,23063,0,149,180.0,1.0,Rural,Y
3026,Male,No,2,Not Graduate,No,30599,3113,75,120.0,0.0,Semiurban,Y
684,Male,Yes,2,Graduate,No,13633,0,218,240.0,0.0,Rural,N
4605,Female,No,3+,Not Graduate,Yes,61156,0,138,120.0,1.0,Semiurban,Y
3317,Male,No,1,Not Graduate,Yes,54738,0,113,240.0,0.0,semi-urban,N
598,Female,Yes,3+,Graduate,Yes,13473,0,119,120.0,1.0,Urban,Y
3314,Male,Yes,0,Graduate,Yes,19530,0,167,360.0,0.0,Rural,N
2864,Female,Yes,0,Graduate,No,37175,0,56,360.0,0.0,Semiurban,Y
3964,Mle,No,1,Graduate,No,10164,4888,144,360.0,1.0,Urban,Y
2696,Male,No,3+,Graduate,Yes,24148,5073,123,180.0,1.0,Semiurban,Y
4299,Female,Yes,0,Not Graduate,No,16815,3837,78,180.0,1.0,Rural,Y
2081,Male,Y,2,Graduate,No,19589,5785,167,240.0,0.0,Semiurban,Y
200,Female,Yes,2,Not Graduate,No,22293,0,140,360.0,0.0,Rural,Y
3195,Female,Yes,3+,Graduate,Yes,20720,0,122,360.0,2.0,Rural,Y
4895,Male,Yes,0,Graduate,No,14537,0,1500,240.0,0.0,Semiurban,Y
2122,Male,No,1,Graduate,No,8841,4002,157,180.0,1.0,Urban,Y
3853,Female,No,2,Not Graduate,Yes,29233,7258,180,180.0,1.0,Semiurban,Y
1814,,No,0,Graduate,,16851,2609,189,180.0,0.0,Semiurban,Y
2351,,Y,0,Graduate,Yes,42307,0,146,360.0,1.0,Urban,Y
40,Female,No,3+,Graduate,No,15363,7215,190,120.0,0.0,Semiurban,N
2673,Male,Yes,2,Not Graduate,No,11061,6673,155,180.0,0.0,Urban,Y
69,Female,No,1,Not Graduate,No,17147,3251,254,180.0,-1.0,Rural,N
2411,Female,Yes,1,Not Graduate,No,11641,0,103,360.0,1.0,Urban,Y
2183,Male,No,2,Graduate,Yes,6063,0,136,360.0,0.0,Rural,Y
3042,Female,N,1,Graduate,No,23612,2042,92,360.0,0.0,Urban,Y
680,Male,No,1,Not Graduate,No,11341,0,97,240.0,1.0,,Y
4228,Mle,No,1,Graduate,No,23432,3526,191,120.0,1.0,Semiurban,Y
4162,Male,Yes,1,Not Graduate,No,30560,0,140,180.0,0.0,Semiurban,Y
4089,Female,Yes,,Graduate,Yes,14089,0,135,360.0,1.0,Semiurban,Y
2529,Female,Yes,3+,Graduate,No,11913,0,183,240.0,1.0,Rural,Y
366,Female,No,0,Graduate,No,15923,0,170,180.0,0.0,Urban,N
734,Male,Yes,,Not Graduate,Yes,35898,1005,179,240.0,0.0,Urban,Y
3330,Male,No,2,Graduate,Yes,14523,7709,69,240.0,0.0,Semiurban,N
2342,Female,Yes,1,Not Graduate,Yes,52041,0,72,180.0,-1.0,Semiurban,Y
2072,Male,N,3+,Not Graduate,Yes,9881,2580,105,180.0,1.0,Urban,Y
955,Male,No,0,Not Graduate,No,18414,0,104,180.0,1.0,Rural,Y
2674,Female,Yes,0,Not Graduate,,9492,685,186,180.0,0.0,Urban,N
288,Male,No,3+,Not Graduate,Self,27014,0,114,180.0,1.0,Urban,N
760,Male,Yes,2,Graduate,No,40742,0,198,240.0,0.0,Rural,Y
2550,Male,No,1,Not Graduate,No,6004,2419,145,180.0,0.0,Semiurban,Y
2168,Female,Yes,1,Graduate,Yes,19999,0,80,240.0,1.0,Semiurban,N
3322,Female,No,2,Graduate,No,36863,1853,189,120.0,1.0,Urban,Y
2426,Female,No,2,Graduate,No,27703,14782,209,180.0,0.0,Semiurban,Y
1582,Female,No,1,Not Graduate,Yes,11251,1789,151,120.0,0.0,Rural,Y
2029,Male,Yes,2,Graduate,Yes,7778,0,130,120.0,1.0,Rural,Y
2063,Female,Y,1,Not Graduate,Yes,40172,0,220,180.0,0.0,Semiurban,N
3286,Male,No,0,Not Graduate,Yes,21991,0,215,240.0,0.0,Urban,N
2610,Female,Yes,1,Graduate,No,20849,0,117,180.0,1.0,Metro,Y
3346,Female,Yes,0,Not Graduate,No,17972,3224,138,180.0,0.0,,Y
2557,Male,No,2,Graduate,Yes,24585,350,110,240.0,1.0,Rural,N
2312,Male,Yes,2,Graduate,Yes,36787,0,61,120.0,1.0,Urban,Y
4759,Female,No,2,Not Graduate,Yes,16255,0,152,360.0,0.0,Semiurban,Y
2687,Male,No,0,Graduate,Yes,5832,0,117,180.0,1.0,Semiurban,Y
3848,Male,No,0,Graduate,No,17404,0,204,360.0,1.0,Semiurban,Y
2067,Male,Yes,0,Not Graduate,No,14559,0,147,240.0,-1.0,Semiurban,Y
1058,Male,Yes,1,Graduate,Yes,19388,0,114,120.0,1.0,Rural,Y
794,Female,No,four,Graduate,No,74085,0,177,180.0,0.0,Rural,Y
2986,Female,Yes,3+,Not Graduate,Yes,21169,3159,187,240.0,1.0,Urban,Y
4342,Male,No,1,Graduate,No,13319,0,170,120.0,1.0,Rural,Y
1733,Female,No,2,Graduate,No,19382,0,182,360.0,1.0,Semiurban,N
4293,Male,Yes,2,Not Graduate,No,29857,1087,88,240.0,0.0,Rural,Y
1098,Male,Yes,3+,Not Graduate,Self,20007,7440,158,180.0,0.0,Urban,N
1598,Female,Yes,2,Graduate,No,53175,2790,230,240.0,1.0,Semiurban,Y
1294,Female,No,3+,Graduate,Yes,16002,0,188,240.0,1.0,Rural,N
951,Male,No,3+,Not Graduate,No,27468,3592,167,240.0,0.0,,Y
3320,Male,No,0,Graduate,No,10767,0,187,120.0,1.0,Urban,N
4801,Female,No,2,Graduate,No,13608,4295,81,360.0,1.0,Semiurban,Y
2912,Female,No,0,Graduate,Yes,24828,1859,109,180.0,1.0,Semiurban,Y
2057,Female,Yes,3+,Not Graduate,Yes,31273,1118,174,360.0,1.0,Semiurban,N
2131,Male,No,1,Not Graduate,Yes,15596,0,-12,120.0,0.0,Urban,N
4977,Female,No,3+,Graduate,Yes,22677,0,178,120.0,1.0,Urban,Y
829,Female,Yes,0,Graduate,No,27408,0,154,180.0,0.0,Urban,N
4778,Male,Yes,1,Graduate,Yes,21146,0,194,240.0,0.0,Urban,N
3650,Male,No,0,Graduate,Yes,62578,2272,82,360.0,0.0,Semiurban,Y
723,Male,No,3+,Not Graduate,,87273,7337,172,180.0,1.0,Rural,Y
4975,Male,No,1,Not Graduate,No,8090,1596,216,360.0,1.0,Semiurban,Y
3986,Male,No,2,Graduate,,18459,0,178,180.0,0.0,Semiurban,Y
1596,Female,Yes,3+,Not Graduate,No,30421,1174,172,180.0,1.0,Rural,Y
3570,Male,No,0,Graduate,Yes,19515,3908,218,180.0,1.0,Urban,N
4511,Male,Yes,3+,Graduate,No,44524,12680,141,240.0,0.0,Rural,Y
765,Male,Yes,3+,Not Graduate,No,16355,0,120,240.0,,Urban,Y
4185,Female,No,3+,Graduate,Yes,15946,11145,173,120.0,0.0,Urban,N
2592,Male,No,3+,Graduate,,59320,1017,175,,1.0,Rural,Y
2526,Female,Yes,0,Not Graduate,No,19018,0,197,180.0,0.0,Urban,Y
1593,Male,No,2,Graduate,No,75289,0,181,120.0,0.0,Urban,Y
3496,Female,No,2,Graduate,No,18454,0,192,120.0,,Urban,Y
1422,Female,No,1,Not Graduate,Yes,18416,0,119,180.0,0.0,Metro,Y
655,Female,No,3+,Graduate,No,20586,0,149,240.0,0.0,Semiurban,N
4126,Female,Yes,0,Not Graduate,No,45665,0,111,120.0,0.0,Semiurban,N
284,Male,Yes,2,Not Graduate,,34231,0,152,120.0,1.0,Urban,Y
3631,Male,Yes,2,Graduate,No,27886,0,237,240.0,1.0,Rural,N
4167,Female,No,3+,Graduate,,57743,0,188,360.0,0.0,Rural,N
2260,Male,Yes,0,Graduate,Yes,21788,2286,218,120.0,1.0,Urban,N
2027,Male,Yes,1,Graduate,No,31572,0,201,360.0,1.0,Urban,Y
4991,Male,Y,1,Graduate,Yes,8171,2111,159,120.0,0.0,Semiurban,Y
3432,Male,Yes,2,Graduate,Yes,43037,4427,154,360.0,1.0,Rural,Y
4728,Male,Yes,2,Graduate,Yes,12462,1689,182,180.0,1.0,Semiurban,Y
1446,Female,Yes,four,Graduate,Yes,20941,0,285,240.0,0.0,Urban,Y
982,Male,Yes,1,Graduate,No,9772,1665,138,360.0,1.0,Rural,N
3220,Female,No,0,Not Graduate,Yes,10220,4951,134,360.0,1.0,Semiurban,Y
1154,Male,No,3+,Not Graduate,No,16341,0,184,240.0,1.0,Semiurban,Y
4150,Male,Yes,1,Graduate,No,44558,0,158,360.0,1.0,Rural,Y
675,Female,Yes,0,Not Graduate,No,25298,833,149,360.0,1.0,,Y
469,,No,1,Not Graduate,No,48900,0,108,180.0,1.0,Semiurban,N
3757,Male,No,3+,Not Graduate,Yes,64784,0,21,240.0,0.0,Urban,Y
3027,Female,No,3+,Graduate,No,19189,0,147,240.0,0.0,Semiurban,Y
430,Male,No,1,Not Graduate,No,17670,1265,135,,0.0,Urban,Y
3085,Female,Yes,1,Graduate,Yes,18785,2016,145,240.0,1.0,Metro,Y
1556,Male,No,2,Graduate,No,22087,0,93,120.0,0.0,Urban,Y
1130,Female,Yes,1,Graduate,No,26572,0,98,120.0,0.0,Rural,Y
1211,Male,No,1,Not Graduate,Yes,20546,0,96,240.0,1.0,Rural,Y
917,,Yes,1,Graduate,Yes,8997,2578,192,120.0,0.0,Semiurban,Y
167,Female,Y,1,Graduate,No,47745,6558,181,240.0,1.0,Semiurban,Y
3947,Female,Yes,3+,Graduate,No,20809,0,195,180.0,1.0,Rural,Y
3254,Male,No,1,Graduate,Yes,15400,6163,239,180.0,0.0,Urban,N
4818,Male,Yes,2,Graduate,No,26666,817,198,240.0,0.0,Rural,Y
3098,Male,No,2,Graduate,Yes,23325,0,200,120.0,1.0,Semiurban,Y
2495,Female,Yes,0,Not Graduate,Yes,12077,4430,128,360.0,0.0,Semiurban,N
1001,Male,Yes,1,Graduate,No,57657,2445,119,180.0,0.0,Semiurban,N
1179,Female,,3+,Graduate,Yes,30577,633,195,180.0,0.0,Semiurban,Y
57,Male,No,0,Not Graduate,Yes,10331,4203,113,360.0,0.0,Rural,N
209,Female,No,3+,Not Graduate,No,17629,0,156,180.0,1.0,Rural,N
2112,Female,Yes,1,Graduate,No,29881,0,134,180.0,1.0,Semiurban,Y
3859,Female,Yes,1,Not Graduate,No,19740,0,245,240.0,1.0,Semiurban,Y
1308,Female,Yes,3+,Graduate,Yes,27925,0,151,240.0,1.0,Urban,N
1441,Female,No,1,Not Graduate,Yes,7016,2215,166,180.0,2.0,Rural,Y
426,Female,No,0,Graduate,Yes,22370,4253,93,240.0,0.0,Rural,Y
698,Male,No,2,Not Graduate,Yes,11756,0,105,120.0,1.0,Rural,N
4201,Female,Yes,2,Graduate,No,16012,6194,196,120.0,1.0,Rural,Y
1266,Male,Yes,1,Graduate,No,21122,4945,76,360.0,0.0,Rural,Y
2988,Female,Yes,2,Not Graduate,Yes,31687,1288,175,240.0,1.0,Rural,Y
2851,Female,No,2,Graduate,Yes,17473,2119,156,180.0,1.0,Semiurban,N
1594,Male,Yes,3+,Not Graduate,Yes,14890,4146,94,180.0,-1.0,Rural,Y
2302,Fmale,Yes,2,Not Graduate,No,34136,5075,206,120.0,0.0,Urban,N
493,Male,Yes,3+,Graduate,No,25329,2989,0,240.0,-1.0,Urban,Y
962,Female,Yes,0,Not Graduate,No,16540,3954,110,360.0,1.0,Urban,Y
1861,Female,Yes,1,Graduate,Yes,5834,0,105,240.0,0.0,Rural,Y
2994,Female,Yes,2,Graduate,No,26875,804,148,180.0,1.0,Semiurban,N
4544,Male,No,2,Graduate,No,31081,3506,35,240.0,0.0,Rural,Y
979,Male,Yes,2,Not Graduate,Yes,31979,0,198,180.0,1.0,Rural,N
4701,Female,Yes,1,Graduate,Yes,23771,2652,221,360.0,0.0,Semiurban,Y
3308,Male,Yes,3+,Graduate,Yes,18445,0,227,120.0,0.0,Rural,N
820,Male,Yes,1,Graduate,Yes,21324,0,140,240.0,1.0,Rural,Y
1827,Male,No,1,Not Graduate,Yes,32183,302,145,120.0,1.0,Rural,Y
3618,Female,No,3+,Not Graduate,No,19202,0,215,360.0,1.0,Urban,N
3795,Female,Yes,0,Not Graduate,Yes,33557,3574,61,360.0,1.0,Semiurban,N
1468,Female,Yes,1,Not Graduate,No,35632,1891,157,180.0,0.0,Rural,Y
4314,Fmale,Yes,2,Graduate,Yes,12889,0,-50,120.0,0.0,Rural,Y
622,Male,Yes,2,Not Graduate,No,16573,0,160,360.0,0.0,Urban,Y
3503,Female,Yes,0,Graduate,No,23655,3255,116,120.0,0.0,Rural,Y
4347,Female,No,0,Graduate,No,14098,1281,138,360.0,1.0,Urban,Y
1779,Female,Yes,3+,Not Graduate,Yes,34226,0,69,180.0,1.0,Semiurban,N
4770,Male,Yes,3+,Not Graduate,Yes,24064,7502,98,360.0,0.0,Semiurban,N
337,Female,No,2,Not Graduate,,6853,0,124,180.0,2.0,Semiurban,Y
4908,Male,No,0,Graduate,No,13222,3542,210,180.0,0.0,Rural,Y
